,location,location_next,location_2,location_3,location_4
4038,spices,checkout,checkout,dairy,spices
4047,checkout,checkout,dairy,spices,checkout
4142,fruit,dairy,spices,checkout,checkout
4176,dairy,spices,checkout,checkout,checkout
4190,spices,checkout,checkout,checkout,checkout
4210,checkout,checkout,checkout,checkout,spices
4038,spices,checkout,checkout,spices,dairy
4047,checkout,checkout,spices,dairy,drinks
4035,drinks,spices,dairy,drinks,checkout
4043,spices,dairy,drinks,checkout,checkout
4067,dairy,drinks,checkout,checkout,checkout
4188,drinks,checkout,checkout,checkout,checkout
4209,checkout,checkout,checkout,checkout,drinks
3975,spices,checkout,checkout,drinks,fruit
3993,checkout,checkout,drinks,fruit,dairy
4039,fruit,drinks,fruit,dairy,fruit
4059,drinks,fruit,dairy,fruit,checkout
4082,fruit,dairy,fruit,checkout,checkout
4125,dairy,fruit,checkout,checkout,checkout
4156,fruit,checkout,checkout,checkout,checkout
4183,checkout,checkout,checkout,checkout,drinks
4146,dairy,checkout,checkout,drinks,fruit
4168,checkout,checkout,drinks,fruit,dairy
4039,fruit,drinks,fruit,dairy,fruit
4059,drinks,fruit,dairy,fruit,checkout
4082,fruit,dairy,fruit,checkout,checkout
4125,dairy,fruit,checkout,checkout,checkout
4156,fruit,checkout,checkout,checkout,checkout
4183,checkout,checkout,checkout,checkout,spices
4036,drinks,checkout,checkout,spices,fruit
4048,checkout,checkout,spices,fruit,drinks
3976,fruit,spices,fruit,drinks,fruit
3982,spices,fruit,drinks,fruit,dairy
3994,fruit,drinks,fruit,dairy,drinks
4004,drinks,fruit,dairy,drinks,checkout
4044,fruit,dairy,drinks,checkout,checkout
4057,dairy,drinks,checkout,checkout,spices
4117,drinks,checkout,checkout,spices,dairy
4165,checkout,checkout,spices,dairy,fruit
4040,fruit,spices,dairy,fruit,dairy
4048,spices,dairy,fruit,dairy,spices
4053,dairy,fruit,dairy,spices,dairy
4060,fruit,dairy,spices,dairy,fruit
4071,dairy,spices,dairy,fruit,checkout
4098,spices,dairy,fruit,checkout,checkout
4111,dairy,fruit,checkout,checkout,checkout
4165,fruit,checkout,checkout,checkout,checkout
4174,checkout,checkout,checkout,checkout,spices
4147,fruit,checkout,checkout,spices,dairy
4159,checkout,checkout,spices,dairy,fruit
4040,fruit,spices,dairy,fruit,dairy
4048,spices,dairy,fruit,dairy,spices
4053,dairy,fruit,dairy,spices,dairy
4060,fruit,dairy,spices,dairy,fruit
4071,dairy,spices,dairy,fruit,checkout
4098,spices,dairy,fruit,checkout,checkout
4111,dairy,fruit,checkout,checkout,checkout
4165,fruit,checkout,checkout,checkout,checkout
4174,checkout,checkout,checkout,checkout,spices
4037,drinks,checkout,checkout,spices,dairy
4049,checkout,checkout,spices,dairy,checkout
3977,fruit,spices,dairy,checkout,checkout
4005,spices,dairy,checkout,checkout,dairy
4018,dairy,checkout,checkout,dairy,fruit
4058,checkout,checkout,dairy,fruit,checkout
4041,spices,dairy,fruit,checkout,checkout
4049,dairy,fruit,checkout,checkout,checkout
4083,fruit,checkout,checkout,checkout,checkout
4099,checkout,checkout,checkout,checkout,dairy
4148,drinks,checkout,checkout,dairy,fruit
4160,checkout,checkout,dairy,fruit,checkout
4041,spices,dairy,fruit,checkout,checkout
4049,dairy,fruit,checkout,checkout,checkout
4083,fruit,checkout,checkout,checkout,checkout
4099,checkout,checkout,checkout,checkout,checkout
4050,fruit,checkout,checkout,checkout,checkout
4053,checkout,checkout,checkout,checkout,checkout
3983,drinks,checkout,checkout,checkout,checkout
3995,checkout,checkout,checkout,checkout,fruit
4054,drinks,checkout,checkout,fruit,checkout
4064,checkout,checkout,fruit,checkout,checkout
4149,dairy,fruit,checkout,checkout,checkout
4161,fruit,checkout,checkout,checkout,checkout
4169,checkout,checkout,checkout,checkout,checkout
4054,drinks,checkout,checkout,checkout,checkout
4064,checkout,checkout,checkout,checkout,spices
4054,drinks,checkout,checkout,spices,drinks
4075,checkout,checkout,spices,drinks,spices
3984,fruit,spices,drinks,spices,fruit
4045,spices,drinks,spices,fruit,spices
4059,drinks,spices,fruit,spices,dairy
4101,spices,fruit,spices,dairy,fruit
4118,fruit,spices,dairy,fruit,checkout
4134,spices,dairy,fruit,checkout,checkout
4176,dairy,fruit,checkout,checkout,checkout
4189,fruit,checkout,checkout,checkout,checkout
4268,checkout,checkout,checkout,checkout,drinks
356,fruit,checkout,checkout,drinks,checkout
366,checkout,checkout,drinks,checkout,checkout
375,dairy,drinks,checkout,checkout,checkout
393,drinks,checkout,checkout,checkout,checkout
401,checkout,checkout,checkout,checkout,checkout
356,fruit,checkout,checkout,checkout,checkout
366,checkout,checkout,checkout,checkout,checkout
364,drinks,checkout,checkout,checkout,checkout
386,checkout,checkout,checkout,checkout,spices
359,drinks,checkout,checkout,spices,drinks
366,checkout,checkout,spices,drinks,checkout
4055,dairy,spices,drinks,checkout,checkout
4134,spices,drinks,checkout,checkout,spices
4146,drinks,checkout,checkout,spices,fruit
4184,checkout,checkout,spices,fruit,spices
4150,dairy,spices,fruit,spices,drinks
4170,spices,fruit,spices,drinks,fruit
4177,fruit,spices,drinks,fruit,drinks
4201,spices,drinks,fruit,drinks,fruit
4211,drinks,fruit,drinks,fruit,dairy
4218,fruit,drinks,fruit,dairy,spices
4225,drinks,fruit,dairy,spices,checkout
4265,fruit,dairy,spices,checkout,checkout
4271,dairy,spices,checkout,checkout,spices
4345,spices,checkout,checkout,spices,drinks
4354,checkout,checkout,spices,drinks,checkout
4055,dairy,spices,drinks,checkout,checkout
4134,spices,drinks,checkout,checkout,dairy
4146,drinks,checkout,checkout,dairy,checkout
4184,checkout,checkout,dairy,checkout,checkout
4055,spices,dairy,checkout,checkout,drinks
4068,dairy,checkout,checkout,drinks,spices
4079,checkout,checkout,drinks,spices,fruit
3985,dairy,drinks,spices,fruit,checkout
4070,drinks,spices,fruit,checkout,checkout
4087,spices,fruit,checkout,checkout,checkout
4102,fruit,checkout,checkout,checkout,checkout
4119,checkout,checkout,checkout,checkout,dairy
4061,dairy,checkout,checkout,dairy,spices
4065,checkout,checkout,dairy,spices,dairy
4151,spices,dairy,spices,dairy,drinks
4162,dairy,spices,dairy,drinks,fruit
4178,spices,dairy,drinks,fruit,checkout
4185,dairy,drinks,fruit,checkout,checkout
4202,drinks,fruit,checkout,checkout,checkout
4219,fruit,checkout,checkout,checkout,checkout
4245,checkout,checkout,checkout,checkout,spices
4061,dairy,checkout,checkout,spices,checkout
4065,checkout,checkout,spices,checkout,checkout
4056,dairy,spices,checkout,checkout,drinks
4098,spices,checkout,checkout,drinks,checkout
4104,checkout,checkout,drinks,checkout,checkout
3986,spices,drinks,checkout,checkout,dairy
3996,drinks,checkout,checkout,dairy,checkout
4035,checkout,checkout,dairy,checkout,checkout
4066,fruit,dairy,checkout,checkout,spices
4072,dairy,checkout,checkout,spices,drinks
4112,checkout,checkout,spices,drinks,checkout
4152,fruit,spices,drinks,checkout,checkout
4171,spices,drinks,checkout,checkout,dairy
4179,drinks,checkout,checkout,dairy,checkout
4191,checkout,checkout,dairy,checkout,checkout
4066,fruit,dairy,checkout,checkout,checkout
4072,dairy,checkout,checkout,checkout,checkout
4112,checkout,checkout,checkout,checkout,checkout
4057,dairy,checkout,checkout,checkout,checkout
4076,checkout,checkout,checkout,checkout,checkout
3987,fruit,checkout,checkout,checkout,checkout
4036,checkout,checkout,checkout,checkout,checkout
4067,drinks,checkout,checkout,checkout,checkout
4073,checkout,checkout,checkout,checkout,checkout
4163,spices,checkout,checkout,checkout,checkout
4180,checkout,checkout,checkout,checkout,drinks
4067,drinks,checkout,checkout,drinks,checkout
4073,checkout,checkout,drinks,checkout,checkout
4058,dairy,drinks,checkout,checkout,checkout
4083,drinks,checkout,checkout,checkout,checkout
4091,checkout,checkout,checkout,checkout,dairy
3997,spices,checkout,checkout,dairy,drinks
4006,checkout,checkout,dairy,drinks,spices
4068,fruit,dairy,drinks,spices,checkout
4084,dairy,drinks,spices,checkout,checkout
4157,drinks,spices,checkout,checkout,drinks
4175,spices,checkout,checkout,drinks,spices
4223,checkout,checkout,drinks,spices,checkout
4164,fruit,drinks,spices,checkout,checkout
4172,drinks,spices,checkout,checkout,dairy
4203,spices,checkout,checkout,dairy,drinks
4212,checkout,checkout,dairy,drinks,spices
4068,fruit,dairy,drinks,spices,checkout
4084,dairy,drinks,spices,checkout,checkout
4157,drinks,spices,checkout,checkout,checkout
4175,spices,checkout,checkout,checkout,checkout
4223,checkout,checkout,checkout,checkout,spices
4059,dairy,checkout,checkout,spices,dairy
4084,checkout,checkout,spices,dairy,spices
3998,drinks,spices,dairy,spices,dairy
4007,spices,dairy,spices,dairy,spices
4019,dairy,spices,dairy,spices,dairy
4029,spices,dairy,spices,dairy,checkout
4060,dairy,spices,dairy,checkout,checkout
4071,spices,dairy,checkout,checkout,checkout
4088,dairy,checkout,checkout,checkout,checkout
4103,checkout,checkout,checkout,checkout,dairy
4069,dairy,checkout,checkout,dairy,checkout
4085,checkout,checkout,dairy,checkout,checkout
4165,fruit,dairy,checkout,checkout,checkout
4186,dairy,checkout,checkout,checkout,checkout
4232,checkout,checkout,checkout,checkout,checkout
4069,dairy,checkout,checkout,checkout,checkout
4085,checkout,checkout,checkout,checkout,checkout
4060,drinks,checkout,checkout,checkout,checkout
4069,checkout,checkout,checkout,checkout,dairy
3999,drinks,checkout,checkout,dairy,checkout
4008,checkout,checkout,dairy,checkout,checkout
4074,spices,dairy,checkout,checkout,fruit
4113,dairy,checkout,checkout,fruit,checkout
4158,checkout,checkout,fruit,checkout,checkout
4173,spices,fruit,checkout,checkout,dairy
4181,fruit,checkout,checkout,dairy,checkout
4192,checkout,checkout,dairy,checkout,checkout
4074,spices,dairy,checkout,checkout,drinks
4113,dairy,checkout,checkout,drinks,checkout
4158,checkout,checkout,drinks,checkout,checkout
4061,dairy,drinks,checkout,checkout,drinks
4080,drinks,checkout,checkout,drinks,checkout
4099,checkout,checkout,drinks,checkout,checkout
4009,dairy,drinks,checkout,checkout,spices
4020,drinks,checkout,checkout,spices,checkout
4037,checkout,checkout,spices,checkout,checkout
4075,dairy,spices,checkout,checkout,fruit
4086,spices,checkout,checkout,fruit,checkout
4100,checkout,checkout,fruit,checkout,checkout
4174,drinks,fruit,checkout,checkout,spices
4187,fruit,checkout,checkout,spices,checkout
4193,checkout,checkout,spices,checkout,checkout
4075,dairy,spices,checkout,checkout,checkout
4086,spices,checkout,checkout,checkout,checkout
4100,checkout,checkout,checkout,checkout,fruit
4062,spices,checkout,checkout,fruit,checkout
4070,checkout,checkout,fruit,checkout,checkout
4010,dairy,fruit,checkout,checkout,checkout
4038,fruit,checkout,checkout,checkout,checkout
4046,checkout,checkout,checkout,checkout,dairy
4076,drinks,checkout,checkout,dairy,spices
4101,checkout,checkout,dairy,spices,dairy
4175,fruit,dairy,spices,dairy,spices
4194,dairy,spices,dairy,spices,checkout
4235,spices,dairy,spices,checkout,checkout
4246,dairy,spices,checkout,checkout,checkout
4251,spices,checkout,checkout,checkout,checkout
4259,checkout,checkout,checkout,checkout,spices
4076,drinks,checkout,checkout,spices,dairy
4101,checkout,checkout,spices,dairy,checkout
4071,dairy,spices,dairy,checkout,checkout
4100,spices,dairy,checkout,checkout,dairy
4105,dairy,checkout,checkout,dairy,checkout
4132,checkout,checkout,dairy,checkout,checkout
4011,fruit,dairy,checkout,checkout,spices
4021,dairy,checkout,checkout,spices,fruit
4061,checkout,checkout,spices,fruit,drinks
4077,fruit,spices,fruit,drinks,spices
4087,spices,fruit,drinks,spices,fruit
4102,fruit,drinks,spices,fruit,checkout
4166,drinks,spices,fruit,checkout,checkout
4176,spices,fruit,checkout,checkout,spices
4185,fruit,checkout,checkout,spices,checkout
4202,checkout,checkout,spices,checkout,checkout
4182,drinks,spices,checkout,checkout,spices
4220,spices,checkout,checkout,spices,fruit
4226,checkout,checkout,spices,fruit,drinks
4077,fruit,spices,fruit,drinks,spices
4087,spices,fruit,drinks,spices,fruit
4102,fruit,drinks,spices,fruit,checkout
4166,drinks,spices,fruit,checkout,checkout
4176,spices,fruit,checkout,checkout,checkout
4185,fruit,checkout,checkout,checkout,checkout
4202,checkout,checkout,checkout,checkout,dairy
4085,dairy,checkout,checkout,dairy,drinks
4113,checkout,checkout,dairy,drinks,fruit
4012,fruit,dairy,drinks,fruit,dairy
4039,dairy,drinks,fruit,dairy,fruit
4047,drinks,fruit,dairy,fruit,drinks
4062,fruit,dairy,fruit,drinks,checkout
4089,dairy,fruit,drinks,checkout,checkout
4150,fruit,drinks,checkout,checkout,checkout
4166,drinks,checkout,checkout,checkout,checkout
4204,checkout,checkout,checkout,checkout,dairy
357,fruit,checkout,checkout,dairy,checkout
367,checkout,checkout,dairy,checkout,checkout
382,drinks,dairy,checkout,checkout,checkout
402,dairy,checkout,checkout,checkout,checkout
406,checkout,checkout,checkout,checkout,drinks
357,fruit,checkout,checkout,drinks,checkout
367,checkout,checkout,drinks,checkout,checkout
365,dairy,drinks,checkout,checkout,checkout
454,drinks,checkout,checkout,checkout,checkout
471,checkout,checkout,checkout,checkout,spices
360,fruit,checkout,checkout,spices,dairy
381,checkout,checkout,spices,dairy,checkout
4078,dairy,spices,dairy,checkout,checkout
4103,spices,dairy,checkout,checkout,drinks
4114,dairy,checkout,checkout,drinks,fruit
4147,checkout,checkout,drinks,fruit,checkout
4195,spices,drinks,fruit,checkout,checkout
4204,drinks,fruit,checkout,checkout,spices
4213,fruit,checkout,checkout,spices,dairy
4227,checkout,checkout,spices,dairy,checkout
4078,dairy,spices,dairy,checkout,checkout
4103,spices,dairy,checkout,checkout,dairy
4114,dairy,checkout,checkout,dairy,checkout
4147,checkout,checkout,dairy,checkout,checkout
4086,fruit,dairy,checkout,checkout,dairy
4106,dairy,checkout,checkout,dairy,drinks
4117,checkout,checkout,dairy,drinks,checkout
4013,fruit,dairy,drinks,checkout,checkout
4022,dairy,drinks,checkout,checkout,spices
4177,drinks,checkout,checkout,spices,checkout
4190,checkout,checkout,spices,checkout,checkout
4079,fruit,spices,checkout,checkout,drinks
4088,spices,checkout,checkout,drinks,checkout
4115,checkout,checkout,drinks,checkout,checkout
4196,fruit,drinks,checkout,checkout,spices
4214,drinks,checkout,checkout,spices,checkout
4233,checkout,checkout,spices,checkout,checkout
4079,fruit,spices,checkout,checkout,drinks
4088,spices,checkout,checkout,drinks,spices
4115,checkout,checkout,drinks,spices,dairy
4087,dairy,drinks,spices,dairy,spices
4101,drinks,spices,dairy,spices,drinks
4107,spices,dairy,spices,drinks,fruit
4114,dairy,spices,drinks,fruit,drinks
4123,spices,drinks,fruit,drinks,spices
4133,drinks,fruit,drinks,spices,checkout
4147,fruit,drinks,spices,checkout,checkout
4162,drinks,spices,checkout,checkout,checkout
4167,spices,checkout,checkout,checkout,checkout
4189,checkout,checkout,checkout,checkout,dairy
4014,fruit,checkout,checkout,dairy,fruit
4040,checkout,checkout,dairy,fruit,spices
4089,fruit,dairy,fruit,spices,drinks
4167,dairy,fruit,spices,drinks,spices
4191,fruit,spices,drinks,spices,dairy
4209,spices,drinks,spices,dairy,checkout
4238,drinks,spices,dairy,checkout,checkout
4265,spices,dairy,checkout,checkout,checkout
4274,dairy,checkout,checkout,checkout,checkout
4290,checkout,checkout,checkout,checkout,dairy
4197,drinks,checkout,checkout,dairy,fruit
4205,checkout,checkout,dairy,fruit,spices
4089,fruit,dairy,fruit,spices,drinks
4167,dairy,fruit,spices,drinks,spices
4191,fruit,spices,drinks,spices,dairy
4209,spices,drinks,spices,dairy,checkout
4238,drinks,spices,dairy,checkout,checkout
4265,spices,dairy,checkout,checkout,checkout
4274,dairy,checkout,checkout,checkout,checkout
4290,checkout,checkout,checkout,checkout,checkout
4088,drinks,checkout,checkout,checkout,checkout
4108,checkout,checkout,checkout,checkout,dairy
4023,dairy,checkout,checkout,dairy,fruit
4048,checkout,checkout,dairy,fruit,drinks
4090,drinks,dairy,fruit,drinks,checkout
4104,dairy,fruit,drinks,checkout,checkout
4116,fruit,drinks,checkout,checkout,spices
4126,drinks,checkout,checkout,spices,checkout
4135,checkout,checkout,spices,checkout,checkout
4198,dairy,spices,checkout,checkout,dairy
4215,spices,checkout,checkout,dairy,fruit
4221,checkout,checkout,dairy,fruit,drinks
4090,drinks,dairy,fruit,drinks,checkout
4104,dairy,fruit,drinks,checkout,checkout
4116,fruit,drinks,checkout,checkout,drinks
4126,drinks,checkout,checkout,drinks,checkout
4135,checkout,checkout,drinks,checkout,checkout
4109,dairy,drinks,checkout,checkout,spices
4153,drinks,checkout,checkout,spices,drinks
4175,checkout,checkout,spices,drinks,spices
4030,drinks,spices,drinks,spices,drinks
4041,spices,drinks,spices,drinks,spices
4072,drinks,spices,drinks,spices,fruit
4104,spices,drinks,spices,fruit,checkout
4120,drinks,spices,fruit,checkout,checkout
4135,spices,fruit,checkout,checkout,checkout
4151,fruit,checkout,checkout,checkout,checkout
4167,checkout,checkout,checkout,checkout,checkout
4091,drinks,checkout,checkout,checkout,checkout
4127,checkout,checkout,checkout,checkout,checkout
4199,dairy,checkout,checkout,checkout,checkout
4222,checkout,checkout,checkout,checkout,checkout
4091,drinks,checkout,checkout,checkout,checkout
4127,checkout,checkout,checkout,checkout,checkout
4110,spices,checkout,checkout,checkout,checkout
4115,checkout,checkout,checkout,checkout,drinks
4031,fruit,checkout,checkout,drinks,checkout
4049,checkout,checkout,drinks,checkout,checkout
4092,spices,drinks,checkout,checkout,spices
4105,drinks,checkout,checkout,spices,dairy
4117,checkout,checkout,spices,dairy,fruit
4206,fruit,spices,dairy,fruit,checkout
4216,spices,dairy,fruit,checkout,checkout
4228,dairy,fruit,checkout,checkout,drinks
4236,fruit,checkout,checkout,drinks,checkout
4266,checkout,checkout,drinks,checkout,checkout
